Array,Deploy Date,Deploy Time,Crew,Grid Cell #,Site,Camera Unit #,SD Card #,Lat,Long,GPS Label,Ecosite,Camera Site Description,Topography,Grade (%),Elevation (m),Distance to Trail (m),Camera Direction,Trail Use Rating,Distance to Lure,Comments and Access Notes
OSM_LU22,19-Sep-23,12:41,AB EA,LU22_21,LU22_21,ACME-2022-37,SOM-23-038,56.87619,-114.8343,LU22-21,Mixed,"Mixed forest on slight slope. Camera pointed at nice intersection of trails. LOTS of beaver activity here, expect this to be a bangin beaver site. (Drawing of a beaver)",Slope,10%,663,2,N,2,9,"Park on road and there is an old looking cut with trees, you can walk in easy and then start going downhill. No clear trail to follow in, wack to point. "
OSM_LU22,19-Sep-23,12:03,AB EA,LU22_15,LU22_15,ACME-2022-40,OSM-23-037,56.85429,-114.83213,LU22-15,Broadleaf,"Mixed forest with aspen and spruce, fairly open understory. Camera along game trail",Slope,10%,735,1,W,NA,5,"Park roadside (pullout near where seismic line meets road). Seismic line not visible from road, follow and find game trail ~ 150 m from road. "
OSM_LU22,19-Sep-23,10:37,AB EA,LU22_50,LU22_50,ACME-2022-57,OSM-23-035,56.93489,-114.81908,LU22-50,Broadleaf,Predominantly aspen stand with steep slope south of camera. No well-defined game trails. Shrubby understory. ,Slope,5%,622,1,E,1,5,Park at road to small active well pad. Walk to back of well pad and bushwack ~120 m to camera. 
OSM_LU22,19-Sep-23,11:04,AB EA,LU22_38,LU22_38,ACME-2023-27,OSM-23-036,56.92197,-114.78486,LU22-38,Broadleaf,"Open mixed forest adjacent to wetland. Flat spot, but near areas of slope. ",Flat,0%,623,0,NW,1,5,"You can park on the side of the main road and walk southish down an old truck road. Stop before you hit the ""no dumping"" sign, take a left, and enjoy the easy walk in. "
OSM_LU22,19-Sep-23,13:20,AB EA,LU22_22,LU22_22,ACME-2023-48,OSM-23-039,56.87814,-114.7846,LU22-22,Conifer,Predominantly spruce forest with mossy and horsetail understory. Many well-defined game trails. ,Flat,0%,657,0.5,NW,3,4.5,"Park at deccomissioned well pad and walk to back, follow game trail for ~100m. "
OSM_LU22,20-Sep-23,16:02,RS SM,LU22_85,LU22_85,M132,OSM-23-166,57.02431,-114.76451,LU22-85,Broadleaf,"Game trail heading NE from large cutline, young aspen conifer trees, sparse shrubby understory",Flat,0%,582,0,NE,1,5,Park roadside at S-bound cutline before heading NE into forest along edge. 
OSM_LU22,19-Sep-23,11:00,RS SM,LU22_33,LU22_33,ACME-2022-42,OSM-23-151,56.8931,-114.76378,LU22-33,Conifer,"Along a game trail that follows the edge of a conifer stand, running parallel w/old road. Mossy forest floor and young conifer/aspen on periphery",Flat,0%,642,1,NE,3,6,"Drive ~200m down abandoned road on W side at main road. Walk from car to side, no need to go into forest. "
OSM_LU22,19-Sep-23,10:25,RS SM,LU22_34,LU22_34,M104,OSM-23-150,56.902,-114.75753,LU22-34,Mixed,Along game trail in a conifer stand w/ dry mossy understory,Flat,0%,642,0,NW,1,6,"Drive down abandoned road, park at abandoned wellpad and follow game trail to site on E side of wellpad"
OSM_LU22,19-Sep-23,15:45,AB EA,LU22_11,LU22_11,ACME-2022-117,OSM-23-042,56.8379,-114.75189,LU22-11,Conifer,Mossy understory in sprucy forest. Looks like nearly decommissioned road. Lots of beaver activity in area. ,Flat,0%,737,4,NW,1,10,"Park on road, very clear cutline of sorts, potentially decommissioned road? Bit of an ankle breaker walk so be careful. But walk ~300m and then take a left into forest when perpendicular with GPS point. (Stop to admire beaver lodge on left before turning in)"
OSM_LU22,19-Sep-23,12:09,RS SM,LU22_29,LU22_29,M122,OSM-23-153,56.88538,-114.74471,LU22-29,Conifer,"Somewhat thick wood, mix of aspen, birch, and conifers, lots of old deadfall, green/mossy solid forest floor, covered with leaves so was somewhat dificult to see game trail. Camera is in open patch on suspected trail. ",Flat,0%,724,2,N,1,8,"Park on side of road and walk in, easy walking, only really thick at first. Road is not actively used by the looks of it, but safe to drive on as of this season. "
OSM_LU22,20-Sep-23,15:03,RS SM,LU22_86,LU22_86,M102,OSM-23-165,57.01931,-114.73642,LU22-86,Broadleaf,"Thick yound aspen, looks like very old burn site, solid dry ground with few plants in understory, mainly small trees + shrubs, some conifers. Camera is placed along suspected game trail (leaves make trails obscured). Sloping down to E",Slope,10%,600,1,SW,1,7,"Park on road or nose into green area on S side of road, walk into cleared patch and walk/bushwack up the hill and in to find camera. Camera is on aspen tree. "
OSM_LU22,20-Sep-23,11:45,AB EA,LU22_80,LU22_80,M116,OSM-23-048,57.00723,-114.73636,LU22-80,Conifer,"Very thick and rosey thorn bush site. Camera on a slight slope pointing into a bit of a clearing, somewhat perpendicular to a trail. Not a lot of options here… ",Slope,5%,586,4,E,1,6,"Drive onto old abandoned well pad, and bushwack off back end. Be warned, it is extreamly rosey + thorny. You will get stabbed. "
OSM_LU22,19-Sep-23,16:37,AB EA,LU22_17,LU22_17,ACME-2023-02,OSM-23-043,56.86489,-114.73563,LU22-17,Mixed,"Mixed forest, aspen and spruce with clear understory near camera. Surrounding camera understory is shrubby. ",Flat,0%,737,0.5,NE,2,3.5,Park along road near camera. 
OSM_LU22,19-Sep-23,12:56,RS SM,LU22_35,LU22_35,M141,OSM-23-154,56.89601,-114.73399,LU22-35,Mixed,Along game trail in mixed stand w/ dominant aspen. Sparsley shrubby understory. ,Flat,0%,650,1,W,1,5,"Drive up abandoned road ~175m, park and bushwack to site."
OSM_LU22,20-Sep-23,15:53,AB EA,LU22_63,LU22_63,ACME-2023-11,OSM-23-052,56.97141,-114.72468,LU22-63,Broadleaf,"Area is previously burnt, camera located in small stand of spruce with spongy moss. Much deadfall, few signs of wildlife, but pretty representitive of area.",Flat,0%,570,0.5,NE,1,8,"Very good old road you can walk down, probably don’t drive this, seems too old. Oncec you are perpendicular with point, turn left and grab camera in stand of trees. "
OSM_LU22,19-Sep-23,11:32,RS SM,LU22_30,LU22_30,ACME-2022-27,OSM-23-152,56.88089,-114.72423,LU22-30,Broadleaf,"Located in aspen stand with some conifers. At time of setup ground was covered in leaves making it difficult to locate game trails, but we think camera is along a trail. Some shrubs, solid ground, green plant ground w/ some moss",Slope,5%,680,1.5,E,1,6,"Park on old well pad and walk in, in SE direction. Fairly easy walking. "
OSM_LU22,19-Sep-23,14:00,AB EA,LU22_04,LU22_04,M139,OSM-23-040,56.82068,-114.7117,LU22-04,Conifer,"Spruce/mossy area, pretty low wildlife use, only found a few trails. No great cam/lure tree combo, so dragged a dead tree infront of camera and lured it on sparse trail. ",Flat ,0%,730,2,N,1,5,"Good parking on some sort of pad. Walk down transmission line ~100m, turn right into forest. "
OSM_LU22,19-Sep-23,13:41,RS SM,LU22_36,LU22_36,ACME-2022-12,OSM-23-155,56.90241,-114.70744,LU22-36,Conifer,"Along a game trail on a possible old seismic line, mixed forest stand w/ mossy understory; right before a hill descent.",Flat,0%,622,1,E,2,8,"Drive up road until adjacent with site, bushwack from east side of road. "
OSM_LU22,20-Sep-23,14:09,RS SM,LU22_76,LU22_76,M145,OSM-23-164,56.99687,-114.69523,LU22-76,Conifer,"Dry mossy ground, mix of conifers and deciduous, adjacent to open patch (looks natural, not human caused), lots of deadfall + shrubs nearby",Flat,0%,595,1,N,1,4,"Park on road and bushwack in, try and find access through the deadfall, very thick! May have to park on straight stretch then walk for parking safety. Camera is right next to open-ish line (looks like old cutblock but seems natural)."
OSM_LU22,19-Sep-23,14:50,AB EA,LU22_05,LU22_05,ACME-2022-58,OSM-23-041,56.82219,-114.68971,LU22-05,Mixed,"Mixed forest with pruce and aspen, shrubby understory with dense areas. Well defined game trails. ",Flat,0%,738,1,NE,2,6,"Park near seismic line (very overgrown, don’t follow) at corner of road. Bushwack ~120 m in to camera.  "
OSM_LU22,20-Sep-23,13:22,RS SM,LU22_87,LU22_87,M126,OSM-23-163,57.01786,-114.6878,LU22-87,Conifer,"Game trail in mixed orest stand dominated by aspen, sparse shrubby understory ",Flat,0%,593,0,N,1,5,"Park roadside, bushwack on N side of road to site"
OSM_LU22,19-Sep-23,14:14,RS SM,LU22_25,LU22_25,ACME-2023-110,OSM-23-156,56.8749,-114.66645,LU22-25,Broadleaf,"Immediately adjacent to old seizmic line, very over grown. Uneven ground with slopes near camera but camera is on fairly flat spot. Mixed wood with conifers but primarily aspen. Lots of leaves on ground but camera is on game trail, many shrubs nearby, solid ground.",Flat,2%,652,0.5,E,1,7,"Park on road and walk in on old seizmic line or beside it. Be vareful if parking on corner, at the time of setup there was a large pull-off right on the corner that was solid and safe. "
OSM_LU22,20-Sep-23,11:39,RS SM,LU22_89,LU22_89,M130,OSM-23-161,57.02902,-114.65743,LU22-89,Conifer,"Solid ground, adjacent to cut line, aspen + pine trees, some shrubs, quite dry, thick wood with small tree, possible old wildfire area, small slope to NE",Flat,5%,566,0.5,E,1,8,"Park on well pad (active @ time) and walk in via cutline, camera ~ 12 m in on left. "
OSM_LU22,19-Sep-23,14:45,RS SM,LU22_18,LU22_18,ACME-2022-49,OSM-23-157,56.86026,-114.64916,LU22-18,Mixed,"Mixed wood (conifer+aspen/birch), lots of shrubs, horsetail, labrador tea in understory, solid dry-ish ground, fairly uneven ground but camera site fairly flat. Old hunting stand in tree ~25 m away. Very good game trail. ",Flat,2%,670,0.5,SE,3,9,"Park on side of road and walk in through old road and old well pad, then walk into bush and find the well defined trail. "
OSM_LU22,19-Sep-23,15:56,RS SM,LU22_32,LU22_32,M144,OSM-23-158,56.88297,-114.62615,LU22-32,Broadleaf,"Along game trail in mixed forest stand, mossy understory. Adjacent to conifer dry bog.",Flat,0%,644,0,N,1,8,"Park roadside and bushwack in. It sucks, sorry. "
OSM_LU22,19-Sep-23,16:32,RS SM,LU22_08,LU22_08,M119,OSM-23-159,56.83722,-114.62565,LU22-08,Mixed,"Along faint game trail in mixed wood stand dominated by aspen, understory is sparse",Flat,0%,691,0.5,NE,1,7,"Park roadside by cutline on W side of road, follow cutline/bushwack"
OSM_LU22,21-Sep-23,15:51,RS SM,LU22_06,LU22_06,M107,OSM-23-172,56.81301,-114.62326,LU22-06,Broadleaf,"Spongy moss w/ some labrador tea @ site. To west is bog, to east is solid ground (no moss) mixed wood. Right @ site is mixed wood, some shrubs. Not very good trails, but camera is on small trail. ",Flat,0%,740,1,N,1,7,"Park on road and walk in West, easy walk! Some deadfall. "
OSM_LU22,20-Sep-23,12:36,RS SM,LU22_81,LU22-81,ACME-2022-59,OSM-23-162,57.01878,-114.62211,LU22-81,Conifer,"On game trail in mixed forest stand dominated by conifers, sparse sapling understory and mossy ground.",Flat,0%,581,0.5,NW,1,6,"Park roadside @ cutline on N side of road, follow until parallel w/ site (or follow in forest)"
OSM_LU22,21-Sep-23,16:25,RS SM,LU22_07,LU22_07,E31,OSM-23-173,56.82454,-114.61899,LU22-07,Mixed,"Mossy understory in mixed wood, adjacent to a more open patch consisting of shrubs. Camera is on a conifer. ",Flat,0%,717,1,NE,1,4,"Park on road and bushack in (east side of road). Medium bushwack.  ***Camera may not work well, looking at gear inventory apparently this particular camera does not hold a charge, but was not sent away for fixing***"
OSM_LU22,20-Sep-23,10:15,RS SM,LU22_69,LU22_69,M148,OSM-23-160,56.99216,-114.6179,LU22-69,Mixed,"Mixed, conifer and aspen (50-50 split), lots of deadfall, ~20 m from cutline along game trail. Solid ground with moss and other plants, lots of leaves on ground @ time of setup",Flat,1%,564,1,NW,1,8,"Park on road and walk in along cutline. Road to access site had some vegetation covering it at time of setup, but had solid ground and was safe to drive on. Seizmic line was easy walking "
OSM_LU22,21-Sep-23,13:01,RS SM,LU22_70,LU22_70,ACME-2023-29,OSM-23-170,56.99237,-114.56931,LU22-70,Broadleaf,Along game trail through an open mixed forest stand w/ mossy ground and sparse fireweed,Flat,0%,572,0.5,N,3,6,Park roadside and bushwack to site (S side of road). Perhaps one of the best in the northern part of this LU!!
OSM_LU22,21-Sep-23,12:10,RS SM,LU22_82,LU22_82,ACME-2023-24,OSM-23-169,57.00713,-114.55493,LU22-82,Mixed,Lots of squirrel/small mammal trails but few large trails; camera is on largest trail in nearby area. Mossy understory in mixed forest. Ground fairly solid and dry. Patch of sphagnum moss + labrador tea nearby but not directly at camera site. ,Flat,0%,587,1,NE,1,6,Park on road and walk in straight North. 
OSM_LU22,21-Sep-23,11:23,RS SM,LU22_94,LU22_94,ACME-2023-57,OSM-23-168,57.03572,-114.55388,LU22-94,Mixed,"Flat, solid, dry ground w/ moss and some small plants, some rose shrubs in understory. Mixed wood with conifers and deciduous (majority conifer). Some trails but not well defined, camera on trail. ",Flat,0%,595,1,E,1,5,Park on clearing @ T-intersection of 2 roads and bushbash in. Some roses but fairly easy walk. Camera is on a conifer pointed @ a very large conifer. (No site photos were taken)
OSM_LU22,21-Sep-23,10:50,RS SM,LU22_101,LU22_101,Serial#: HLPXHN10080599,OSM-23-167,57.0512,-114.53072,LU22-101,Conifer,Down a game trail on a slope in mixed stand dominated by old growth conifer w/ thick rose understory. Looks like it may have been logged many years ago. ,Slope,10%,610,1,NW,1,5,Park roadside and endure a bushwack from hell to site on E side of road.
OSM_LU22,21-Sep-23,13:59,RS SM,LU22_71,LU22_71,M113,OSM-23-171,56.99336,-114.52732,LU22-71,Mixed,On a game trail in an old mixed stand w/ mossy understory. Little animal sign in forest.,Flat,3%,623,0,NW,1,5,Park roadside and bushwack from E side of road. 
OSM_LU22,21-Sep-23,15:12,AB EA,LU22_77,LU22_77,ACME-2022-23,OSM-23-068,56.99992,-114.50988,LU22-77,Mixed,"Mixed forest, open floor. Camera faces a fallen tree",Flat,0%,620,0.5,W,2,8,"Park on main road and walk down old truck road until perpendicular with point. Sharp left into forest. Boggy at first, then opens up. Continue for ~300m. Alternate: to skip boggy area, go straight to point from road. "
OSM_LU22,21-Sep-23,14:25,AB EA,LU22_72,LU22_72,Serial#: HLPXHN10081023,OSM-23-067,56.99256,-114.49997,LU22-72,Mixed,Conifer dominant stand with mossy understory. Lots of game trails. ,Flat,0%,621,<0.5,NW,3,5,Park roadside and bushwack ~130 m to camera site. On well-defined game trail. 
OSM_LU22,21-Sep-23,13:43,AB EA,LU22_65,LU22_65,ACME-2023-30,OSM-23-066,56.9833,-114.48563,LU22-65,Mixed,"Mixed forest with mossy bottom, camera pointed straight down game trail.",Flat,0%,624,0.5,W,3,6,Park on road and walk to site. 
OSM_LU22,21-Sep-23,13:25,AB EA,LU22_60,LU22_60,LU22_60,OSM-23-065,56.97107,-114.44941,LU22-60,Mixed,"Mixed forest, conifer and aspen with moss and labrador tea understory. Lots of well-defined game trails. ",Flat,0%,574,<0.5,NE,3,5,Park near open field and walk to back. Bushwack ~80m from back of field to camera. Camera along well-defined game trail. On aspen facing two aspen. 
OSM_LU22,21-Sep-23,12:45,AB EA,LU22_61,LU22_61,Serial#: HLPXHN10080928,OSM-23-064,56.96989,-114.41562,LU22-61,Mixed,"Open mixed forest, bit of a slope pointed up towards a clearing. ",Slope,15%,603,1,NE,2,8,"No good instructions, just bushwack to camera. "
OSM_LU22,21-Sep-23,12:04,AB EA,LU22_53,LU22_53,M100,OSM-23-063,56.95738,-114.40262,LU22-53,Broadleaf,Pretty open mixed wood forest. Camera points west down trail into little clearing. Adjacent to old cutline?,Slope,5%,572,0.5,W,2,9,"If driving north, somewhat cryptic cutline on left. You may be tempted to talk it, but beware the thick roses. Better to just skirt the line through the forest, but you do you. "
OSM_LU22,21-Sep-23,11:45,EA AB,LU22_46,LU22_46,ACME-2023-34,OSM-23-062,56.9445,-114.39758,LU22-46,Mixed,"Mixed forest (aspen + spruce) with mostly open understory. Labrador tea, moss and shrub understory. Many good game trails. ",Flat,0%,548,<0.5,NW,2,5,Park roadside and bushwack ~120 m to camera. Along well-defined game trail. 
OSM_LU22,21-Sep-23,10:54,AB EA,LU22_40,LU22_40,Serial#: HLPXHN10080830,OSM-23-061,56.92592,-114.38989,LU22-40,Mixed,"Ok… So site access was painful, so we had little options. Camera is located on edge of an old burn, and all we could find was a semi-open area with lots of fallen trees. Some tiny trails nearby, but not a banger site. Representative of the cell though!",Slope,15%,529,5,E,1,5,"Park south of bridge on edge of old burn/cutblock? You can skirt the dense stuff until you are straight south of camera, and then walk downhill into camera. Sorry. "
OSM_LU22,21-Sep-23,10:25,AB EA,LU22_47,LU22_47,ACME-2023-35,OSM-23-060,56.93777,-114.38641,LU22-47,Broadleaf,Open mixed forest with mossy understory. Some shrubs and labrador tea. Nice game trails! On edge of ridge but camera site is flat,Flat,0%,533,<0.5,NE,3,4,"Park near overgrown road (nice walking), stay left at fork. Enter game trail/overgrown ATV trail on left side. Follow for ~ 100m to camera site. Well-defined game trail. "
